python:3.11.6-slim.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
influxdb:1.9.13-data-alpine.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
swift:5.8.1-rhel-ubi9-slim.Dockerfile,4,AVD-DS-0001,AVD-DS-0002,AVD-DS-0015,AVD-DS-0026
gcc:10.5.0.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
unit:1.31.1-node18.Dockerfile,3,AVD-DS-0002,AVD-DS-0013,AVD-DS-0026
solr:8.11.2-slim.Dockerfile,2,AVD-DS-0026,AVD-DS-0029
bash:4.3.48.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
plone:5.2.13.Dockerfile,2,AVD-DS-0002,AVD-DS-0013
clojure:temurin-8-lein-2.10.0-bookworm-slim.Dockerfile,3,AVD-DS-0002,AVD-DS-0026,AVD-DS-0029
caddy:2.7.5-builder-windowsservercore-ltsc2022.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
alpine:3.16.7.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
tomcat:10.1.15-jre21-temurin-jammy.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
julia:1.9.3-alpine3.18.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
tomcat:9.0.82-jdk8-temurin-focal.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
solr:9.0.0.Dockerfile,3,AVD-DS-0026,AVD-DS-0029,AVD-DS-0029
xwiki:15.5.3-postgres-tomcat.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
rabbitmq:3.13.0-rc.2-management-alpine.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
eclipse-temurin:11.0.21_9-jre-centos7.Dockerfile,3,AVD-DS-0002,AVD-DS-0015,AVD-DS-0026
drupal:7.98-php8.2-fpm-bullseye.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
drupal:7.98-php8.0-fpm-bullseye.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
redis:6.0.20.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
hylang:0.27.0-python3.11-bookworm.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
clojure:tools-deps-1.11.1.1413-bookworm-slim.Dockerfile,3,AVD-DS-0002,AVD-DS-0026,AVD-DS-0029
clojure:temurin-21-lein-2.10.0-alpine.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
swift:5.9.1-rhel-ubi9-slim.Dockerfile,4,AVD-DS-0001,AVD-DS-0002,AVD-DS-0015,AVD-DS-0026
traefik:3.0-windowsservercore-1809.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
hello-world:linux.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
