name,version,総検出数,内包数,使用回数
postgresql-client-9.4,9.4.19-0+deb8u1,4,4,1
postgresql-client-common,165+deb8u3,1,1,1
postgresql-common,165+deb8u3,1,1,1
python2.7-dev,2.7.9-2+deb8u2,10,10,1
tzdata,2018i-0+deb8u1,2,2,1
junit:junit,4.8.1,2,1,2
org.apache.maven.shared:maven-shared-utils,0.1,2,1,2
org.apache.maven:maven-compat,3.6.0,1,1,1
org.apache.maven:maven-core,3.6.0,1,1,1
org.codehaus.plexus:plexus-utils,1.4.1,3,3,1
org.codehaus.plexus:plexus-utils,1.5.1,6,3,2
org.postgresql:postgresql,42.1.4,10,5,2
org.scala-lang:scala-compiler,2.10.5,1,1,1
org.scala-sbt:sbt,0.13.9,1,1,1
diff,3.3.1,4,1,4
json,2.0.2,1,1,1
openssl,2.0.2,1,1,1
rubygems-update,3.0.2,6,6,1
Microsoft.AspNetCore.Http,2.0.0,3,1,3
Newtonsoft.Json,10.0.1,2,1,2
System.Text.Encodings.Web,4.4.0,3,1,3
NuGet.CommandLine.XPlat,4.3.0-rtm-4324,3,1,3
NuGet.Commands,4.3.0-rtm-4324,3,1,3
Microsoft.NETCore.App,2.0.0,1,1,1
libruby2.5,2.5.5-3+deb10u1,14,14,1
rake,12.3.1-3,1,1,1
ruby2.5,2.5.5-3+deb10u1,14,14,1
ruby2.5-dev,2.5.5-3+deb10u1,14,14,1
git,1.6.0,3,3,1
puppet,6.13.0,2,2,1
nginx,1.13.8-1~stretch,3,3,1
nginx,1.22.1-9,3,3,1
nginx-common,1.22.1-9,3,3,1
org.apache.sshd:sshd-sftp,2.8.0,1,1,1
org.apache.tomcat:tomcat-catalina,9.0.65,1,1,1
org.apache.xmlgraphics:batik-bridge,1.14,1,1,1
org.apache.xmlgraphics:batik-script,1.14,1,1,1
org.apache.xmlgraphics:batik-transcoder,1.14,1,1,1
org.codehaus.jettison:jettison,1.3.5,5,5,1
org.hsqldb:hsqldb,2.6.1,1,1,1
org.postgresql:postgresql,42.4.0,4,2,2
org.xerial:sqlite-jdbc,3.36.0.3,1,1,1
go.mozilla.org/sops/v3,v3.6.1,1,1,1
golang.org/x/sys,v0.0.0-20210910150752-751e447fb3d0,1,1,1
tensorflow,2.9.3,21,21,1
helm.sh/helm/v3,v3.10.1,4,4,1
bind9-host,1:9.11.3+dfsg-1ubuntu1.17,3,3,1
dnsutils,1:9.11.3+dfsg-1ubuntu1.17,3,3,1
libbind9-160,1:9.11.3+dfsg-1ubuntu1.17,3,3,1
libdns1100,1:9.11.3+dfsg-1ubuntu1.17,3,3,1
libirs160,1:9.11.3+dfsg-1ubuntu1.17,3,3,1
libisc169,1:9.11.3+dfsg-1ubuntu1.17,3,3,1
libisccc160,1:9.11.3+dfsg-1ubuntu1.17,3,3,1
libisccfg160,1:9.11.3+dfsg-1ubuntu1.17,3,3,1
liblwres160,1:9.11.3+dfsg-1ubuntu1.17,3,3,1
openjdk-8-jre-headless,8u312-b07-0ubuntu1~18.04,34,34,1
golang.org/x/net,v0.1.1-0.20221104162952-702349b0e862,4,4,1
golang.org/x/crypto,v0.0.0-20201203163018-be400aefbc4c,3,3,1
golang.org/x/sys,v0.0.0-20201202213521-69691e467435,1,1,1
libavutil-dev,7:4.2.7-0ubuntu0.1,15,15,1
libswscale-dev,7:4.2.7-0ubuntu0.1,15,15,1
linux-libc-dev,5.4.0-147.164,171,171,1
tomcat,9.0.80,3,3,1
rsync,3.1.2-2.1ubuntu1.1,3,3,1
vim,2:8.0.1453-1ubuntu1.4,69,69,1
vim-common,2:8.0.1453-1ubuntu1.4,69,69,1
vim-runtime,2:8.0.1453-1ubuntu1.4,69,69,1
xxd,2:8.0.1453-1ubuntu1.4,69,69,1
git,1:2.37.0-0ppa1~ubuntu20.04.1,1,1,1
git-man,1:2.37.0-0ppa1~ubuntu20.04.1,1,1,1
org.apache.tomcat:tomcat-catalina,8.5.78,1,1,1
org.elasticsearch:elasticsearch,7.8.1,10,10,1
org.springframework.security.oauth:spring-security-oauth2,2.3.4.RELEASE,2,1,2
org.testng:testng,6.14.3,1,1,1
tcpdump,4.9.3-1~deb10u2,4,4,1
cups-libs,1:2.2.6-50.el8,5,5,1
java-17-openjdk-headless,1:17.0.7.0.7-1.el8_7,11,11,1
github.com/rancher/wrangler,v0.4.0,2,2,1
libcap2,2.66-r0,2,2,1
libpython3.5,3.5.2-2ubuntu0~16.04.2,23,23,1
libpython3.5-minimal,3.5.2-2ubuntu0~16.04.2,23,23,1
libpython3.5-stdlib,3.5.2-2ubuntu0~16.04.2,23,23,1
go.etcd.io/etcd,v0.0.0-20190830150955-898bd1351fcf,6,3,2
gopkg.in/yaml.v3,v3.0.0-20190502103701-55513cacd4ae,1,1,1
tar,1.33-r1,1,1,1
golang.org/x/sys,v0.0.0-20210304152209-afaa3650a925,1,1,1
libobjc-11-dev,11.3.0-1ubuntu1~22.04,3,3,1
libobjc4,12.1.0-2ubuntu1~22.04,1,1,1
libtinfo-dev,6.3-2,2,2,1
github.com/lestrrat-go/jwx,v1.2.23,2,1,2
istio.io/istio,v0.0.0-20220418011539-64c28815c8a3,10,5,2
git,1:2.42.0-0ppa1~ubuntu20.04.1,2,1,2
git-man,1:2.42.0-0ppa1~ubuntu20.04.1,2,1,2
org.elasticsearch:elasticsearch,7.17.4,3,3,1
org.testng:testng,6.14.3-sy2,1,1,1
nginx,1:1.20.1-14.0.1.el9_2.1,1,1,1
nginx-core,1:1.20.1-14.0.1.el9_2.1,1,1,1
nginx-filesystem,1:1.20.1-14.0.1.el9_2.1,1,1,1
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc,v0.31.0,1,1,1
libtiff-dev,4.1.0+git191117-2ubuntu0.20.04.10,3,3,1
libtiffxx5,4.1.0+git191117-2ubuntu0.20.04.10,3,3,1
k8s.io/kubernetes,v1.27.0,6,6,1
apr-util,1.5.2-6.el7,6,2,3
audit-libs,2.3.3-4.el7,1,1,1
bash,4.2.45-5.el7,10,10,1
binutils,2.23.52.0.1-16.el7,191,191,1
bison,3.0.4-1.el7,1,1,1
byacc,1.9.20130304-3.el7,4,2,2
ca-certificates,2013.1.95-71.el7,1,1,1
coreutils,8.22-11.el7,5,5,1
cpio,2.11-22.el7,5,5,1
cpp,4.8.5-28.el7_5.1,26,26,1
cronie,1.4.11-19.el7,2,2,1
cronie-anacron,1.4.11-19.el7,2,2,1
ctags,5.8-13.el7,6,2,3
cups-client,1:1.6.3-35.el7,15,15,1
curl,7.29.0-19.el7,66,66,1
cyrus-sasl-lib,2.1.26-17.el7,2,2,1
doxygen,1:1.8.5-3.el7,2,1,2
dracut,033-535.el7,1,1,1
ed,1.9-4.el7,1,1,1
elfutils,0.170-4.el7,20,20,1
emacs-filesystem,1:24.3-20.el7_4,91,91,1
file,5.11-21.el7,18,18,1
file-libs,5.11-21.el7,18,18,1
flex,2.5.37-3.el7,4,2,2
gcc,4.8.5-28.el7_5.1,26,26,1
gcc-c++,4.8.5-28.el7_5.1,26,26,1
gcc-gfortran,4.8.5-28.el7_5.1,26,26,1
gdb,7.6.1-110.el7,19,19,1
gettext-devel,0.19.8.1-2.el7,1,1,1
glib2,2.36.3-5.el7,42,42,1
glibc-devel,2.17-222.el7,31,31,1
glibc-headers,2.17-222.el7,31,31,1
gmp,1:5.1.1-5.el7,1,1,1
gnutls,3.3.26-9.el7,13,13,1
grep,2.16-1.el7,1,1,1
gzip,1.5-7.el7,1,1,1
indent,2.2.11-13.el7,2,1,2
iproute,3.10.0-13.el7,1,1,1
iptables,1.4.21-13.el7,1,1,1
iptables-services,1.4.21-13.el7,1,1,1
kernel-debug-devel,3.10.0-862.9.1.el7,762,762,1
kernel-headers,3.10.0-862.9.1.el7,708,708,1
krb5-devel,1.15.1-19.el7,14,14,1
less,458-8.el7,1,1,1
libblkid,2.23.2-16.el7,8,8,1
libcap-ng,0.7.3-5.el7,1,1,1
libcom_err-devel,1.42.9-12.el7_5,5,5,1
libcroco,0.6.8-5.el7,60,20,3
libcurl,7.29.0-19.el7,66,66,1
libdb,5.3.21-17.el7,2,2,1
libdb-utils,5.3.21-17.el7,2,2,1
libdwarf,20130207-4.el7,78,39,2
libevent-devel,2.0.21-4.el7,5,5,1
libgcrypt,1.5.3-4.el7,8,8,1
libgfortran,4.8.5-28.el7_5.1,26,26,1
libgomp,4.8.5-28.el7_5.1,26,26,1
libidn,1.28-3.el7,6,6,1
libkadm5,1.15.1-19.el7,14,14,1
libmount,2.23.2-16.el7,8,8,1
libquadmath,4.8.5-28.el7_5.1,27,27,1
libquadmath-devel,4.8.5-28.el7_5.1,26,26,1
libsepol-devel,2.5-8.1.el7,4,4,1
libssh2,1.4.3-8.el7,15,15,1
libstdc++-devel,4.8.5-28.el7_5.1,26,26,1
libuser,0.60-5.el7,2,2,1
libuuid,2.23.2-16.el7,8,8,1
libxml2,2.9.1-5.el7,65,65,1
mariadb-libs,1:5.5.56-2.el7,114,114,1
mokutil,12-1.el7.centos,9,9,1
openldap,2.4.39-3.el7,25,25,1
openssl-devel,1:1.0.2k-12.el7,32,32,1
pam,1.1.8-9.el7,1,1,1
patch,2.7.1-10.el7_5,10,10,1
postfix,2:2.10.1-6.el7,1,1,1
procps-ng,3.3.9-6.el7,7,7,1
python-devel,2.7.5-69.el7_5,39,39,1
rpm-build,4.11.3-32.el7,9,9,1
rpm-sign,4.11.3-32.el7,9,9,1
ruby,2.0.0.648-33.el7_4,53,53,1
ruby-irb,2.0.0.648-33.el7_4,53,53,1
ruby-libs,2.0.0.648-33.el7_4,53,53,1
rubygem-bigdecimal,1.2.0-33.el7_4,53,53,1
rubygem-io-console,0.4.2-33.el7_4,53,53,1
rubygem-json,1.7.7-33.el7_4,53,53,1
rubygem-psych,2.0.0-33.el7_4,53,53,1
rubygem-rake,0.9.6-33.el7_4,53,53,1
rubygem-rdoc,4.0.0-33.el7_4,53,53,1
rubygems,2.0.14.1-33.el7_4,53,53,1
setup,2.8.71-4.el7,1,1,1
shadow-utils,2:4.1.5.1-13.el7,1,1,1
shared-mime-info,1.1-7.el7,2,2,1
sqlite,3.7.17-4.el7,29,29,1
subversion,1.7.14-14.el7,6,6,1
subversion-libs,1.7.14-14.el7,6,6,1
sudo,1.8.19p2-14.el7_5,12,12,1
systemd,219-57.el7,22,22,1
systemd-libs,219-57.el7,22,22,1
systemd-sysv,219-57.el7,22,22,1
util-linux,2.23.2-16.el7,8,8,1
wget,1.14-15.el7_4.1,4,4,1
xz,5.1.2-8alpha.el7,1,1,1
xz-libs,5.1.2-8alpha.el7,1,1,1
yum-plugin-fastestmirror,1.1.31-24.el7,1,1,1
zlib-devel,1.2.7-17.el7,6,3,2
distro-info-data,0.41+deb10u7,1,1,1
gdal-data,2.4.0+dfsg-1+deb10u1,1,1,1
graphviz,2.40.1-6+deb10u1,1,1,1
hdf5-helpers,1.10.4+repack-10,45,45,1
libblas-dev,3.8.0-2,1,1,1
libblas3,3.8.0-2,1,1,1
libcdt5,2.40.1-6+deb10u1,1,1,1
libcgraph6,2.40.1-6+deb10u1,1,1,1
libcurl4-gnutls-dev,7.64.0-4+deb10u6,8,8,1
libgdal-dev,2.4.0+dfsg-1+deb10u1,1,1,1
libgdal20,2.4.0+dfsg-1+deb10u1,1,1,1
libgfortran5,8.3.0-6,3,3,1
libgif-dev,5.1.4-3+deb10u1,4,4,1
libgvc6,2.40.1-6+deb10u1,1,1,1
libgvpr2,2.40.1-6+deb10u1,1,1,1
libhdf5-103,1.10.4+repack-10,45,45,1
libhdf5-cpp-103,1.10.4+repack-10,45,45,1
libhdf5-dev,1.10.4+repack-10,45,45,1
liblab-gamut1,2.40.1-6+deb10u1,1,1,1
liblapack-dev,3.8.0-2,1,1,1
liblapack3,3.8.0-2,1,1,1
libnetcdf-dev,1:4.6.2-1,17,17,1
libnetcdf13,1:4.6.2-1,17,17,1
libpathplan4,2.40.1-6+deb10u1,1,1,1
libpolkit-agent-1-0,0.105-25+deb10u1,1,1,1
libpolkit-backend-1-0,0.105-25+deb10u1,1,1,1
libpolkit-gobject-1-0,0.105-25+deb10u1,1,1,1
libpoppler-dev,0.71.0-5+deb10u1,19,19,1
libpoppler-private-dev,0.71.0-5+deb10u1,19,19,1
libpoppler82,0.71.0-5+deb10u1,19,19,1
libpython3.7-minimal,3.7.3-2+deb10u5,30,15,2
libpython3.7-stdlib,3.7.3-2+deb10u5,30,15,2
libtasn1-doc,4.13-3+deb10u1,1,1,1
libwebp-dev,0.6.1-2+deb10u2,1,1,1
libwebpdemux2,0.6.1-2+deb10u2,1,1,1
libwebpmux3,0.6.1-2+deb10u2,1,1,1
libx11-dev,2:1.6.7-1+deb10u3,3,3,1
libxdot4,2.40.1-6+deb10u1,1,1,1
libxerces-c-dev,3.2.2+debian-1+deb10u1,1,1,1
libxerces-c3.2,3.2.2+debian-1+deb10u1,1,1,1
libxpm4,1:3.5.12-1+deb10u1,2,2,1
linux-libc-dev,4.19.289-1,189,189,1
maven,3.6.0-1,1,1,1
ncurses-term,6.1+20181013-2+deb10u3,3,3,1
nodejs,16.20.1-deb-1nodesource1,4,4,1
openjdk-11-jdk,11.0.18+10-1~deb10u1,13,13,1
openjdk-11-jdk-headless,11.0.18+10-1~deb10u1,13,13,1
policykit-1,0.105-25+deb10u1,1,1,1
python3.7,3.7.3-2+deb10u5,30,15,2
python3.7-minimal,3.7.3-2+deb10u5,30,15,2
org.apache.spark:spark-core_2.12,3.3.2,1,1,1
jsdom,15.2.1,2,1,2
marked,2.1.3,4,2,2
postcss,8.4.12,2,1,2
semver,7.3.6,1,1,1
webpack,5.72.0,2,1,2
ipython,8.5.0,1,1,1
httpd,2.4.57-5.el9,1,1,1
httpd-core,2.4.57-5.el9,1,1,1
httpd-filesystem,2.4.57-5.el9,1,1,1
httpd-tools,2.4.57-5.el9,1,1,1
mod_http2,1.15.19-5.el9,2,2,1
mod_lua,2.4.57-5.el9,1,1,1
mod_session,2.4.57-5.el9,1,1,1
mod_ssl,1:2.4.57-5.el9,1,1,1
cgi,0.1.0.1,1,1,1
apparmor,2.13.2-10,1,1,1
libpython3.7,3.7.3-2+deb10u5,15,15,1
libpython3.7-dev,3.7.3-2+deb10u5,15,15,1
libssl-dev,1.1.1n-0+deb10u5,5,5,1
python3-cryptography,2.6.1-3+deb10u4,2,2,1
python3.7-dev,3.7.3-2+deb10u5,15,15,1
python3.7-venv,3.7.3-2+deb10u5,15,15,1
golang.org/x/net,v0.0.0-20220927171203-f486391704dc,10,5,2
io.grpc:grpc-protobuf,1.44.1,3,3,1
golang.org/x/sys,v0.0.0-20200803210538-64077c9b5642,1,1,1
nodejs,10.16.3-r0,4,4,1
npm,10.16.3-r0,4,4,1
@babel/traverse,7.5.5,1,1,1
acorn,6.2.1,1,1,1
browserslist,4.6.6,1,1,1
debug,4.0.1,1,1,1
elliptic,6.5.0,2,2,1
express-handlebars,3.0.2,1,1,1
fstream,0.1.31,1,1,1
glob-parent,5.0.0,1,1,1
growl,1.8.1,1,1,1
handlebars,4.1.2,10,10,1
jpeg-js,0.3.5,2,2,1
node-forge,0.6.49,8,8,1
plist,2.1.0,1,1,1
postcss,7.0.17,3,3,1
qs,5.1.0,2,2,1
request,2.64.0,3,3,1
tar,0.1.20,7,7,1
underscore,1.9.1,1,1,1
helm.sh/helm/v3,v3.1.0-rc.1.0.20200328013941-97c68adc4d53,15,15,1
Microsoft.AspNetCore.Mvc.Core,2.0.0,1,1,1
System.Data.SqlClient,4.5.0,1,1,1
System.Linq.Dynamic.Core,1.0.9.2,1,1,1
jq,1.5-r3,1,1,1
curl,7.19.7-53.el6_9,50,50,1
java-1.8.0-openjdk,1:1.8.0.191.b12-0.el6_10,88,88,1
java-1.8.0-openjdk-devel,1:1.8.0.191.b12-0.el6_10,88,88,1
java-1.8.0-openjdk-headless,1:1.8.0.191.b12-0.el6_10,88,88,1
libcurl,7.19.7-53.el6_9,50,50,1
PyYAML,3.10-11.el7,1,1,1
ansible,2.1.0.0-1.el7,2,2,1
apr,1.4.8-3.el7,2,1,2
atk,2.14.0-1.el7,18,18,1
avahi-libs,0.6.31-15.el7_2.1,8,8,1
bind-license,32:9.9.4-29.el7_2.3,37,37,1
ca-certificates,2015.2.6-70.1.el7_2,1,1,1
cairo,1.14.2-1.el7,25,25,1
coreutils,8.22-15.el7_2.1,5,5,1
cups-libs,1:1.6.3-22.el7,15,15,1
cyrus-sasl-lib,2.1.26-20.el7_2,4,2,2
device-mapper,7:1.02.107-5.el7_2.2,1,1,1
device-mapper-libs,7:1.02.107-5.el7_2.2,1,1,1
dracut,033-360.el7_2,2,2,1
elfutils,0.163-3.el7,20,20,1
file,5.11-31.el7,4,4,1
fontconfig,2.10.95-7.el7,16,16,1
freetype,2.4.11-11.el7,26,26,1
gdb,7.6.1-80.el7,19,19,1
gdk-pixbuf2,2.31.6-3.el7,24,24,1
ghostscript,9.07-18.el7,101,101,1
glibc,2.17-106.el7_2.6,44,44,1
glibc-common,2.17-106.el7_2.6,44,44,1
gmp,1:6.0.0-12.el7_1,2,1,2
gnutls,3.3.8-14.el7_2,20,20,1
graphite2,1.3.6-1.el7_2,9,9,1
graphviz,2.30.1-19.el7,4,4,1
gtk2,2.24.28-8.el7,2,2,1
harfbuzz,0.9.36-1.el7,19,19,1
iproute,3.10.0-54.el7,1,1,1
iptables,1.4.21-16.el7,1,1,1
jasper-libs,1.900.1-29.el7,66,66,1
krb5-libs,1.13.2-12.el7_2,18,18,1
lcms2,2.6-2.el7,4,4,1
libICE,1.0.9-2.el7,3,3,1
libX11,1.6.3-2.el7,26,26,1
libX11-common,1.6.3-2.el7,26,26,1
libXaw,1.0.12-5.el7,3,3,1
libXcursor,1.1.14-2.1.el7,5,5,1
libXfixes,5.0.1-2.1.el7,4,4,1
libXfont,1.5.1-2.el7,7,7,1
libXi,1.7.4-2.el7,5,5,1
libXpm,3.5.11-3.el7,8,8,1
libXrandr,1.4.2-2.el7,5,5,1
libXrender,0.9.8-2.1.el7,5,5,1
libXt,1.1.4-6.1.el7,3,3,1
libXxf86vm,1.1.3-2.1.el7,3,3,1
libblkid,2.23.2-26.el7_2.2,8,8,1
libdrm,2.4.60-3.el7,4,4,1
libfontenc,1.1.2-3.el7,3,3,1
libicu,50.1.2-15.el7,25,25,1
libmount,2.23.2-26.el7_2.2,8,8,1
libproxy,0.4.11-8.el7,1,1,1
librsvg2,2.39.0-1.el7,23,23,1
libtiff,4.0.3-14.el7,159,159,1
libuuid,2.23.2-26.el7_2.2,8,8,1
libxcb,1.11-4.el7,4,4,1
libxml2,2.9.1-6.el7_2.2,51,51,1
mariadb,1:5.5.47-1.el7_2,159,159,1
mariadb-libs,1:5.5.47-1.el7_2,159,159,1
mariadb-server,1:5.5.47-1.el7_2,159,159,1
mercurial,2.6.2-6.el7_2,10,10,1
mesa-libEGL,10.6.5-3.20150824.el7,5,5,1
mesa-libGL,10.6.5-3.20150824.el7,5,5,1
mesa-libgbm,10.6.5-3.20150824.el7,5,5,1
mesa-libglapi,10.6.5-3.20150824.el7,5,5,1
nettle,2.7.1-4.el7,7,7,1
nspr,4.11.0-1.el7_2,14,14,1
nss,3.21.0-9.el7_2,33,33,1
nss-softokn,3.16.2.3-14.2.el7_2,18,18,1
nss-softokn-freebl,3.16.2.3-14.2.el7_2,18,18,1
nss-sysinit,3.21.0-9.el7_2,33,33,1
nss-tools,3.21.0-9.el7_2,33,33,1
nss-util,3.21.0-2.2.el7_2,19,19,1
openldap,2.4.40-9.el7_2,22,22,1
openssh,6.6.1p1-25.el7_2,19,19,1
openssh-clients,6.6.1p1-25.el7_2,19,19,1
openssh-server,6.6.1p1-25.el7_2,19,19,1
openssl-libs,1:1.0.1e-51.el7_2.5,47,47,1
pango,1.36.8-2.el7,19,19,1
patch,2.7.1-8.el7,22,11,2
pcre,8.32-15.el7_2.1,16,8,2
perl,4:5.16.3-286.el7,11,11,1
perl-DBD-MySQL,4.023-5.el7,5,5,1
perl-DBI,1.627-4.el7,7,7,1
perl-PlRPC,0.2020-14.el7,1,1,1
perl-Pod-Escapes,1:1.04-286.el7,11,11,1
perl-libs,4:5.16.3-286.el7,11,11,1
perl-macros,4:5.16.3-286.el7,11,11,1
pixman,0.32.6-3.el7,1,1,1
procps-ng,3.3.10-5.el7_2,7,7,1
python-babel,0.9.6-8.el7,1,1,1
python-coverage,3.6-0.5.b3.el7,5,5,1
python-devel,2.7.5-34.el7,45,45,1
python-jinja2,2.7.2-2.el7,2,2,1
python-pip,7.1.0-1.el7,6,6,1
python-setuptools,0.9.8-4.el7,2,1,2
python-virtualenv,1.10.1-2.el7,7,7,1
python2-crypto,2.6.1-9.el7,1,1,1
rpm-build,4.11.3-17.el7,9,9,1
ruby,2.0.0.598-25.el7_1,64,64,1
ruby-irb,2.0.0.598-25.el7_1,64,64,1
ruby-libs,2.0.0.598-25.el7_1,64,64,1
rubygem-bigdecimal,1.2.0-25.el7_1,64,64,1
rubygem-io-console,0.4.2-25.el7_1,64,64,1
rubygem-json,1.7.7-25.el7_1,64,64,1
rubygem-psych,2.0.0-25.el7_1,64,64,1
rubygem-rdoc,4.0.0-25.el7_1,64,64,1
rubygems,2.0.14-25.el7_1,64,64,1
subversion,1.7.14-10.el7,14,7,2
subversion-libs,1.7.14-10.el7,14,7,2
sudo,1.8.6p7-17.el7_2,17,17,1
systemd,219-19.el7_2.9,24,24,1
systemd-libs,219-19.el7_2.9,24,24,1
systemd-sysv,219-19.el7_2.9,24,24,1
trousers,0.3.13-1.el7,6,3,2
unzip,6.0-15.el7,10,10,1
util-linux,2.23.2-26.el7_2.2,8,8,1
vim-filesystem,2:7.4.160-1.el7,91,91,1
yum-plugin-ovl,1.1.31-34.el7,1,1,1
yum-utils,1.1.31-34.el7,1,1,1
curl,7.79.1-6.amzn2.0.1,23,23,1
expat,2.1.0-15.amzn2.0.1,3,3,1
kernel,4.14.296-222.539.amzn2,63,63,1
kpartx,0.4.9-127.amzn2,1,1,1
libblkid,2.30.2-2.amzn2.0.9,2,2,1
libcurl,7.79.1-6.amzn2.0.1,23,23,1
libfdisk,2.30.2-2.amzn2.0.9,2,2,1
libmount,2.30.2-2.amzn2.0.9,2,2,1
libsmartcols,2.30.2-2.amzn2.0.9,2,2,1
libuuid,2.30.2-2.amzn2.0.9,2,2,1
microcode_ctl,2:2.1-47.amzn2.0.13,4,4,1
util-linux,2.30.2-2.amzn2.0.9,2,2,1
vim-data,2:9.0.475-1.amzn2.0.1,45,45,1
vim-minimal,2:9.0.475-1.amzn2.0.1,45,45,1
binutils,2.30-1.ph2,51,51,1
glibc-devel,2.26-8.ph2,23,23,1
sudo,1.8.20p2-4.ph2,6,6,1
systemd,233-11.ph2,17,17,1
unzip,6.0-9.ph2,8,8,1
curl,7.59.0-9.ph2,37,37,1
curl-libs,7.59.0-9.ph2,37,37,1
libsolv,0.6.26-5.ph2,1,1,1
nss-libs,3.44-2.ph2,2,2,1
rpm-libs,4.13.0.2-2.ph2,4,4,1
sqlite-libs,3.31.1-1.ph2,10,10,1
apache-airflow,2.7.1,7,7,1
ca-certificates,2023.2.60-1.0.amzn2023.0.1,2,2,1
curl-minimal,7.88.1-1.amzn2023.0.1,12,12,1
gawk,5.1.0-3.amzn2023.0.2,1,1,1
glib2,2.73.2-680.amzn2023.0.3,5,5,1
glibc,2.34-52.amzn2023.0.2,5,5,1
glibc-common,2.34-52.amzn2023.0.2,5,5,1
glibc-minimal-langpack,2.34-52.amzn2023.0.2,5,5,1
libarchive,3.5.3-2.amzn2023.0.2,1,1,1
libcap,2.48-2.amzn2023.0.2,1,1,1
libcurl-minimal,7.88.1-1.amzn2023.0.1,12,12,1
libnghttp2,1.51.0-1.amzn2023,2,2,1
libxml2,2.10.3-2.amzn2023.0.1,4,4,1
libzstd,1.5.2-1.amzn2023.0.2,1,1,1
ncurses-base,6.2-4.20200222.amzn2023.0.3,1,1,1
ncurses-libs,6.2-4.20200222.amzn2023.0.3,1,1,1
openssl-libs,1:3.0.8-1.amzn2023.0.1,9,9,1
pcre2,10.40-1.amzn2023.0.2,1,1,1
pcre2-syntax,10.40-1.amzn2023.0.2,1,1,1
python3-setuptools-wheel,59.6.0-2.amzn2023.0.3,1,1,1
libsnmp-base,5.7.3+dfsg-1.7+deb9u1,2,2,1
libsnmp-dev,5.7.3+dfsg-1.7+deb9u1,2,2,1
libsnmp30,5.7.3+dfsg-1.7+deb9u1,2,2,1
libssl1.0-dev,1.0.2q-1~deb9u1,11,11,1
libsystemd-dev,232-25+deb9u8,11,11,1
libudev-dev,232-25+deb9u8,11,11,1
bundler,1.15.3,3,3,1
rubygems-update,2.6.12,13,13,1
npm,6.12.1,4,4,1
io.pebbletemplates:pebble,2.5.0,1,1,1
cyrus-sasl,2.1.26-8.ph1,2,2,1
krb5,1.14-6.ph1,10,10,1
libxml2,2.9.4-6.ph1,10,10,1
postgresql,9.6.3-1.ph1,13,13,1
postgresql-libs,9.6.3-1.ph1,13,13,1
shadow,4.2.1-10.ph1,2,2,1
systemd,228-35.ph1,17,17,1
libc-ares2,1.17.1-1+deb11u3,2,2,1
github.com/opencontainers/image-spec,v1.0.0-rc5.0.20170515205857-f03dbe35d449,1,1,1
libprotobuf10,3.0.0-9,2,2,1
libprotoc10,3.0.0-9,2,2,1
protobuf-compiler,3.0.0-9,2,2,1
gopkg.in/yaml.v2,v2.0.0-20170407172122-cd8b52f8269e,3,3,1
github.com/prometheus/alertmanager,v0.23.1-0.20210914172521-e35efbddb66a,3,1,3
golang.org/x/net,v0.0.0-20210917221730-978cfadd31cf,20,5,4
golang.org/x/sys,v0.0.0-20210917161153-d61c044b1678,4,1,4
dnsmasq,2.75-1ubuntu0.16.04.4,10,10,1
dnsmasq-base,2.75-1ubuntu0.16.04.4,10,10,1
librados2,10.2.9-0ubuntu0.16.04.1,5,5,1
librbd1,10.2.9-0ubuntu0.16.04.1,5,5,1
linux-libc-dev,4.4.0-127.153,374,374,1
p7zip-full,9.20.1~dfsg.1-4.2,2,2,1
qemu-block-extra,1:2.5+dfsg-5ubuntu10.29,46,46,1
qemu-kvm,1:2.5+dfsg-5ubuntu10.29,46,46,1
qemu-system-common,1:2.5+dfsg-5ubuntu10.29,46,46,1
qemu-system-x86,1:2.5+dfsg-5ubuntu10.29,46,46,1
qemu-utils,1:2.5+dfsg-5ubuntu10.29,46,46,1
udev,229-4ubuntu21.2,12,12,1
bind-libs,32:9.9.4-73.el7_6,23,23,1
bind-utils,32:9.9.4-73.el7_6,23,23,1
dmidecode,1:3.1-2.el7,1,1,1
gdb-gdbserver,7.6.1-114.el7,19,19,1
glibc,2.17-260.el7_6.3,27,27,1
glibc-common,2.17-260.el7_6.3,27,27,1
libnl,1.1.4-3.el7,1,1,1
libssh2,1.4.3-12.el7,13,13,1
python,2.7.5-76.el7,37,37,1
python-libs,2.7.5-76.el7,37,37,1
subscription-manager,1.21.10-3.el7_6,1,1,1
subscription-manager-rhsm,1.21.10-3.el7_6,1,1,1
subscription-manager-rhsm-certificates,1.21.10-3.el7_6,1,1,1
bash-completion,1:2.8-6,1,1,1
binutils,2.30-22,96,96,1
binutils-common,2.30-22,96,96,1
binutils-x86-64-linux-gnu,2.30-22,96,96,1
libbinutils,2.30-22,96,96,1
flat,4.1.0,1,1,1
npm,6.1.0,4,4,1
request,2.86.0,1,1,1
tar,4.4.3,5,5,1
utile,0.3.0,1,1,1
yargs-parser,13.1.0,1,1,1
wheel,0.32.1,1,1,1
dbus,1.12.20-r1,3,3,1
gnupg,2.2.27-r0,1,1,1
nettle,3.7.2-r0,1,1,1
github.com/cortexproject/cortex,v1.8.1-0.20210422151339-cf1c444e0905,2,2,1
